Time [s],Current(PhaseA) [A],Current(PhaseB) [A],Current(PhaseC) [A],Moving1.Position [deg],Moving1.Torque [NewtonMeter],Moving1.Speed [rpm]
0.393,0.194668697,1.977353103,-2.1720218,13.2294591,1.252293989,2798.722341
0.3935,-0.173427533,2.155627802,-1.982200269,21.62481636,1.30220922,2798.271109
0.394,-0.554625702,2.301596027,-1.746970325,30.01970269,1.367558249,2798.436811
0.3945,-0.902767422,2.361824158,-1.459056736,38.41554132,1.321185926,2798.706608
0.395,-1.233719214,2.373557975,-1.139838761,46.81184768,1.349653951,2798.881752
0.3955,-1.555190468,2.346043214,-0.790852747,55.20912086,1.374900433,2799.345921
0.396,-1.834397371,2.264003382,-0.429606011,63.60770673,1.308814694,2799.593608
0.3965,-2.040856271,2.116795109,-0.075938838,72.00609139,1.264697165,2799.250176
0.397,-2.210521604,1.90649058,0.304031024,80.40307354,1.284364444,2798.772496
0.3975,-2.338344658,1.66451244,0.673832218,88.79895341,1.307449924,2798.521868
0.398,-2.368390488,1.356223474,1.012167014,97.1942682,1.296299095,2798.334692
0.3985,-2.374245749,1.032391228,1.341854521,105.5892866,1.368110048,2798.472526
0.399,-2.324063193,0.668640228,1.655422965,113.9855263,1.374797656,2799.033269
0.3995,-2.219257293,0.312686961,1.906570332,122.3832968,1.332179122,2799.404643
0.4,-2.054077048,-0.047907227,2.101984275,130.7816377,1.315623928,2799.459548
0.4005,-1.829401182,-0.432186786,2.261587968,139.1799508,1.313024961,2799.411123
0.401,-1.573296599,-0.788647515,2.361944114,147.5778464,1.267665852,2799.104711
0.4015,-1.255341227,-1.119776373,2.375117599,155.9743076,1.26285523,2798.526886
0.402,-0.918423428,-1.449855781,2.368279209,164.3694543,1.351448758,2798.395653
0.4025,-0.550483341,-1.74693256,2.2974159,172.7651111,1.342765318,2798.693944
0.403,-0.196000175,-1.974798939,2.170799114,181.161484,1.326056045,2798.858257
0.4035,0.174444151,-2.162626459,1.988182307,189.5581902,1.329573318,2798.952182
0.404,0.554548952,-2.30589794,1.751348988,197.9554123,1.366083352,2799.261316
0.4045,0.899516923,-2.375142974,1.475626051,206.3535135,1.283666673,2799.325869
0.405,1.22847545,-2.372807011,1.14433156,214.750799,1.260252342,2798.821868
0.4055,1.554411803,-2.355050836,0.800639033,223.1465667,1.307057122,2798.439822
0.406,1.830307859,-2.265792773,0.435484914,231.5416247,1.295312528,2798.244556
0.4065,2.039182157,-2.115284828,0.076102671,239.936042,1.308631223,2798.05727
0.407,2.217823507,-1.912524185,-0.305299322,248.330217,1.341784419,2798.118678
0.4075,2.342839955,-1.670881795,-0.67195816,256.7251045,1.373730705,2798.530514
0.408,2.383989403,-1.374905581,-1.009083822,265.1211829,1.30082952,2798.72515
0.4085,2.37028955,-1.033207609,-1.337081941,273.517232,1.332048958,2798.696362
0.409,2.334794676,-0.680389636,-1.65440504,281.9133778,1.304061955,2798.684282
0.4095,2.220670325,-0.314948363,-1.905721962,290.3089464,1.25918486,2798.280922
0.41,2.053123125,0.049670261,-2.102793386,298.7028108,1.257553811,2797.625053
0.4105,1.833363245,0.434131728,-2.267494973,307.0951426,1.342891781,2797.415048
0.411,1.580770329,0.78734893,-2.368119259,315.4877153,1.334677988,2797.619241
0.4115,1.268933376,1.118512907,-2.387446282,323.8807102,1.314998561,2797.675558
