Time [s],Current(PhaseA) [A],Current(PhaseB) [A],Current(PhaseC) [A],Moving1.Position [deg],Moving1.Torque [NewtonMeter],Moving1.Speed [rpm]
0.403,-0.232023651,-2.001532613,2.233556264,255.5824722,1.270641981,2847.88165
0.4035,0.153204815,-2.193720981,2.040516166,264.1255964,1.256811626,2847.509388
0.404,0.542340776,-2.342405681,1.800064905,272.6677188,1.306499312,2847.32742
0.4045,0.925073735,-2.446407327,1.521333592,281.20994,1.327483149,2847.524554
0.405,1.242951393,-2.453822333,1.210870939,289.7526145,1.259326043,2847.470105
0.4055,1.549921664,-2.42235676,0.872435096,298.2945614,1.290535888,2847.216453
0.406,1.845248848,-2.348435885,0.503187038,306.8361259,1.299228021,2847.175489
0.4065,2.081521859,-2.184869501,0.103347642,315.3774988,1.268952677,2847.01892
0.407,2.258760769,-1.979277287,-0.279483482,323.9180072,1.256165087,2846.630157
0.4075,2.388879939,-1.720609434,-0.668270505,332.4575147,1.313130094,2846.476362
0.408,2.469657794,-1.424512403,-1.045145391,340.9972372,1.325422504,2846.6943
0.4085,2.46015956,-1.107149433,-1.353010127,349.537367,1.254424141,2846.598804
0.409,2.412768913,-0.759582502,-1.653186411,358.0766482,1.291773771,2846.321497
0.4095,2.316115637,-0.379997584,-1.936118052,6.615489719,1.290803077,2846.237891
0.41,2.133272183,0.024409415,-2.157681599,15.15394032,1.266586599,2846.019095
0.4105,1.913092853,0.404941261,-2.318034114,23.69141257,1.255337722,2845.60858
0.411,1.637048282,0.792458766,-2.429507048,32.22786254,1.317426029,2845.468798
0.4115,1.3256604,1.162506389,-2.488166789,40.76457372,1.320215396,2845.677373
